"","prior_bioemi","prior_landemi","prior_bioemi_2nd","prior_landemi_2nd","post_bioemi","post_landemi","complementarity_bioemi","complementarity_landemi","treatment_group","treatment_positive_bioemi","treatment_positive_landemi","gap_to_true_value_bioemi","gap_to_true_value_landemi","treatment_positive_bioemi_and_landemi","confidence","coping_on_income","acceptance_alpinePV","acceptance_wind","acceptance_newnucs","acceptance_prolongnucs","trust_in_sci","left_right","gender_binary","education_numeric","urban_rural_numeric","urban_rural_binary","age","climate_salience","speeder","speeder_treatment_bioemi","speeder_treatment_landemi","attention_bioemi_yes","attention_landemi_yes","attention_check_yes"
"1073",0,0,1,1,1,1,1,2,"control","negative_control","negative_control",1,0,"negative_control",5,"Yes",-1,0,-3,-4,10,2,"female",4,3,"rural",1970,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1074",1,-2,0,2,1,1,2,2,"control","positive_control","negative_control",0,1,"mixed_control",8,"No",0,0,2,1,4,5,"male",2,2,"urban",1960,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1075",2,4,2,4,1,-1,-2,-1,"treatment","negative_treatment","negative_treatment",2,3,"negative_treatment",10,"No",3,-4,-4,-4,4,4,"female",2,4,"rural",1960,"No",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1076",-1,1,1,1,1,-1,1,1,"control","negative_control","negative_control",1,0,"negative_control",2,"Yes",1,1,2,3,7,6,"male",3,3,"rural",1991,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1077",0,0,0,0,0,0,3,3,"control","positive_control","positive_control",0,-1,"positive_control",6,"Yes",2,0,0,-2,10,6,"male",4,4,"rural",1964,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1078",3,3,-4,1,0,1,3,-1,"treatment","positive_treatment","negative_treatment",-4,0,"mixed_treatment",8,"No",-1,4,1,1,9,5,"male",3,4,"rural",1985,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1079",-1,-4,2,-1,-2,-2,0,1,"treatment","negative_treatment","positive_treatment",2,-2,"mixed_treatment",4,"No",-4,-4,2,4,8,8,"male",2,4,"rural",1986,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1080",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",8,"No",4,4,-4,-4,7,6,"male",4,1,"urban",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1081",2,2,-1,-1,-1,-1,-2,-2,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",4,"No",3,-2,3,1,7,5,"male",2,4,"rural",1987,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1082",0,1,2,2,0,2,2,2,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",5,"No",2,0,1,-2,9,4,"male",3,3,"rural",1952,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1083",1,1,1,1,1,1,1,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"Yes",2,2,-2,-4,8,3,"female",3,3,"rural",1967,"Yes",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1084",-1,1,1,-1,-1,-1,-1,-1,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",5,"Yes",1,1,-1,-1,10,1,"female",4,1,"urban",1984,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1085",0,-4,-4,-4,-4,4,NA,NA,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",4,"No",2,-3,4,4,NA,NA,"female",NA,1,"urban",1963,"Yes",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1086",2,0,0,0,0,NA,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",2,2,0,-2,5,NA,"female",2,4,"rural",1991,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"1087",-4,-2,2,2,-4,-2,0,NA,"control","negative_control","negative_control",2,1,"negative_control",4,"Yes",-4,-1,1,-4,4,2,"male",2,2,"urban",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1088",4,1,-1,-1,4,-1,-2,-1,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",2,"Yes",1,-3,1,0,3,7,"female",3,4,"rural",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1089",0,0,0,0,0,-3,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",8,"Yes",0,0,2,2,5,7,"female",NA,3,"rural",1964,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1090",-4,-4,0,0,-4,-4,2,2,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",-4,-4,3,2,4,7,"female",3,4,"rural",1972,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1091",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",2,"No",-4,-4,4,4,0,NA,NA,NA,1,"urban",1925,"Yes",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1092",1,3,2,1,2,2,2,2,"treatment","negative_treatment","negative_treatment",2,0,"negative_treatment",6,"No",-1,2,-2,-1,5,NA,"female",2,4,"rural",1985,"Yes",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1093",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",-1,-2,1,0,5,6,"male",4,1,"urban",1977,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1094",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",8,"No",1,3,3,-1,9,NA,"male",2,2,"urban",1966,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1095",1,2,1,2,1,2,1,3,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",6,"No",4,2,1,3,10,6,"male",3,3,"rural",1959,"Yes",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1096",0,0,3,0,0,0,3,0,"control","negative_control","positive_control",3,-1,"mixed_control",5,"Yes",0,0,-4,-4,8,1,"female",4,4,"rural",1951,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1097",4,-4,-1,-2,-3,-1,4,4,"treatment","positive_treatment","positive_treatment",-1,-3,"positive_treatment",5,"Yes",-3,-4,4,3,9,7,"female",4,4,"rural",1971,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1098",1,1,-2,-2,1,2,-1,-1,"control","positive_control","positive_control",-2,-3,"positive_control",8,"Yes",1,1,1,-1,5,3,"female",4,3,"rural",1990,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1099",1,1,2,1,0,0,1,1,"control","negative_control","negative_control",2,0,"negative_control",8,"No",2,1,-2,-2,8,NA,"male",4,4,"rural",1961,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1100",0,0,1,0,0,0,NA,NA,"treatment","negative_treatment","positive_treatment",1,-1,"mixed_treatment",2,NA,0,0,0,0,NA,NA,"female",NA,NA,"rural",NA,"Yes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"1101",0,0,1,-1,1,2,0,-1,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",6,"Yes",1,1,-1,-4,7,7,"female",4,4,"rural",1958,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1102",3,4,3,0,3,4,2,1,"control","negative_control","positive_control",3,-1,"mixed_control",4,"Yes",2,4,0,-4,9,4,"male",4,3,"rural",1971,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1103",0,-2,1,1,1,1,0,0,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",8,"No",1,1,3,2,5,7,"female",2,4,"rural",1949,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1104",0,3,-1,1,-1,-2,0,0,"treatment","positive_treatment","negative_treatment",-1,0,"mixed_treatment",4,"No",2,1,1,1,7,5,"male",2,4,"rural",1955,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1105",0,0,1,1,NA,NA,1,1,"control","negative_control","negative_control",1,0,"negative_control",6,"No",0,1,0,1,4,6,"female",2,4,"rural",1969,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1106",4,4,2,1,0,0,0,0,"treatment","negative_treatment","negative_treatment",2,0,"negative_treatment",2,"No",-3,2,0,-3,4,3,"female",4,2,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1107",1,1,1,1,0,NA,2,2,"control","negative_control","negative_control",1,0,"negative_control",6,"Yes",2,4,2,-4,8,5,"female",2,4,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1108",-2,2,-2,-2,1,1,3,0,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",8,"Yes",2,4,-4,-4,9,2,"male",3,4,"rural",1980,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1109",3,4,0,3,-1,4,0,1,"control","positive_control","negative_control",0,2,"mixed_control",7,"No",2,4,-2,-3,7,5,"male",1,4,"rural",1974,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1110",1,1,0,1,0,1,NA,NA,"treatment","positive_treatment","negative_treatment",0,0,"mixed_treatment",6,"Yes",4,-1,-1,-1,8,7,"female",2,3,"rural",1975,"Yes",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1111",-2,0,-1,1,-1,1,0,0,"control","positive_control","negative_control",-1,0,"mixed_control",4,"No",2,2,1,-1,6,6,"male",3,3,"rural",1981,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1112",-1,-1,-1,-1,0,0,2,-1,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",6,"Yes",0,-1,1,0,6,4,"female",3,2,"urban",1994,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1113",2,0,-2,0,0,0,-2,2,"control","positive_control","positive_control",-2,-1,"positive_control",5,"No",2,2,0,0,5,5,"female",2,4,"rural",1950,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1114",1,3,1,-2,2,-2,NA,NA,"control","negative_control","positive_control",1,-3,"mixed_control",7,"Yes",1,1,2,2,9,8,"female",2,4,"rural",1964,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1115",2,-1,2,2,2,2,2,0,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",6,"Yes",3,2,1,1,8,7,"female",2,4,"rural",1956,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1116",2,2,1,-1,0,0,3,2,"control","negative_control","positive_control",1,-2,"mixed_control",4,"No",2,-4,-3,-3,2,NA,"female",NA,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1117",3,0,4,0,4,0,4,4,"control","negative_control","positive_control",4,-1,"mixed_control",4,"Yes",4,4,0,-3,7,NA,"female",2,3,"rural",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1118",2,0,0,0,0,0,0,3,"control","positive_control","positive_control",0,-1,"positive_control",6,"Yes",3,1,0,-3,7,5,"male",3,3,"rural",1968,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1119",3,3,2,0,0,0,0,0,"treatment","negative_treatment","positive_treatment",2,-1,"mixed_treatment",5,"Yes",-3,0,0,-4,8,5,"female",2,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1120",0,0,-2,-2,0,0,4,4,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",6,"No",-4,1,1,1,7,7,"female",4,4,"rural",1982,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1121",2,0,0,0,0,4,4,2,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",10,"Yes",4,4,0,4,9,1,"male",3,4,"rural",1955,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1122",-4,0,-2,-1,-4,0,NA,NA,"treatment","positive_treatment","positive_treatment",-2,-2,"positive_treatment",4,"Yes",-2,4,-4,-4,6,4,"male",3,4,"rural",1967,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1123",3,3,-1,2,-2,2,0,2,"control","positive_control","negative_control",-1,1,"mixed_control",5,"No",2,2,2,2,1,2,"male",1,4,"rural",1960,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1124",-3,-2,2,3,-3,2,-3,-3,"treatment","negative_treatment","negative_treatment",2,2,"negative_treatment",7,"Yes",-4,-4,4,4,4,6,"female",3,3,"rural",1961,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1125",0,2,1,0,1,2,1,-1,"control","negative_control","positive_control",1,-1,"mixed_control",5,"No",1,1,1,0,8,NA,"female",3,4,"rural",1974,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1126",0,1,0,0,0,NA,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,NA,0,0,0,0,NA,NA,"male",NA,4,"rural",1957,"Yes",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1127",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",3,"Yes",1,2,4,3,8,7,"male",4,2,"urban",1951,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1128",-1,1,-1,1,0,NA,-1,1,"treatment","positive_treatment","negative_treatment",-1,0,"mixed_treatment",6,"No",-1,-1,1,-1,NA,NA,"male",2,4,"rural",2004,"Yes",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1129",1,-2,-1,-2,1,2,NA,-1,"control","positive_control","positive_control",-1,-3,"positive_control",8,"No",-3,-3,4,4,6,9,"male",2,4,"rural",1952,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1130",0,0,0,-2,0,0,-1,-1,"control","positive_control","positive_control",0,-3,"positive_control",4,"Yes",0,0,0,1,9,5,"female",4,2,"urban",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1131",1,1,1,2,1,1,-1,-1,"control","negative_control","negative_control",1,1,"negative_control",8,"No",1,3,-1,-1,8,5,"male",2,3,"rural",1960,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1132",1,-1,-1,-2,0,0,1,1,"control","positive_control","positive_control",-1,-3,"positive_control",8,"No",0,1,1,1,9,NA,"male",2,3,"rural",1991,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1133",2,2,3,3,2,1,2,2,"treatment","negative_treatment","negative_treatment",3,2,"negative_treatment",4,"Yes",3,2,-3,-4,7,2,"female",2,3,"rural",1957,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1134",1,1,2,2,2,2,2,3,"control","negative_control","negative_control",2,1,"negative_control",8,"No",2,4,2,2,10,9,"female",2,3,"rural",1979,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1135",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"No",0,0,4,4,4,NA,"female",NA,3,"rural",1958,"Yes",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1136",-4,2,-4,4,-2,2,0,-2,"treatment","positive_treatment","negative_treatment",-4,3,"mixed_treatment",10,"Yes",3,1,-4,-4,9,3,"male",3,4,"rural",1974,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1137",1,2,2,-2,0,1,-1,-1,"control","negative_control","positive_control",2,-3,"mixed_control",8,"Yes",2,2,0,-1,9,4,"male",2,2,"urban",2005,"No",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"1138",0,2,-1,-2,0,1,1,1,"treatment","positive_treatment","positive_treatment",-1,-3,"positive_treatment",6,"Yes",2,2,-2,-4,9,1,"female",2,4,"rural",1990,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1139",-1,4,2,-1,0,4,4,4,"control","negative_control","positive_control",2,-2,"mixed_control",6,"Yes",0,-3,-4,-4,7,1,"female",4,3,"rural",1984,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1140",-2,0,-2,-3,-1,-1,4,4,"treatment","positive_treatment","positive_treatment",-2,-4,"positive_treatment",6,"Yes",-1,-2,-4,-4,9,3,"female",4,4,"rural",1980,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1141",0,0,1,1,1,1,0,0,"control","negative_control","negative_control",1,0,"negative_control",4,"Yes",2,-4,-1,-4,2,5,"female",2,3,"rural",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1142",2,1,0,0,2,1,2,2,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",2,2,0,-2,7,NA,"female",2,4,"rural",1985,"Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1143",-1,-1,1,1,-1,0,4,4,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",6,"Yes",-4,-1,-1,-4,6,4,"male",3,4,"rural",1992,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1144",3,4,-2,1,NA,NA,3,4,"control","positive_control","negative_control",-2,0,"mixed_control",4,"No",2,-2,2,1,9,7,"male",3,2,"urban",1972,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1145",4,4,1,1,-1,4,4,4,"control","negative_control","negative_control",1,0,"negative_control",6,"No",-1,4,3,1,7,5,"male",2,4,"rural",1981,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1146",-1,0,2,1,0,0,0,0,"control","negative_control","negative_control",2,0,"negative_control",6,"No",1,0,1,3,5,5,"male",3,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1147",0,0,0,0,0,0,4,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"Yes",0,1,-3,-4,5,3,"female",4,4,"rural",1954,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1148",0,0,0,0,-1,-1,NA,NA,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",-2,-2,3,3,9,7,"female",2,2,"urban",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1149",1,3,0,0,2,2,3,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",8,"Yes",3,2,2,-4,9,4,"male",4,2,"urban",1969,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1150",2,2,-4,4,0,2,0,-1,"treatment","positive_treatment","negative_treatment",-4,3,"mixed_treatment",6,"Yes",4,3,2,-1,10,6,"female",4,2,"urban",1981,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1151",-1,0,2,1,-1,1,2,-1,"control","negative_control","negative_control",2,0,"negative_control",3,"Yes",2,2,-1,-3,10,3,"female",4,2,"urban",1964,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1152",-2,0,-3,-2,4,1,1,1,"control","positive_control","positive_control",-3,-3,"positive_control",4,"No",4,4,2,4,9,5,"male",2,4,"rural",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1153",2,2,2,1,0,0,2,2,"control","negative_control","negative_control",2,0,"negative_control",7,"No",2,3,4,4,8,6,"male",1,3,"rural",1959,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1154",0,3,1,-2,0,4,-2,-2,"control","negative_control","positive_control",1,-3,"mixed_control",4,"No",4,4,0,0,10,2,"male",3,2,"urban",1993,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1155",2,2,-1,-1,1,1,2,2,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",6,"No",3,3,-4,-4,7,3,"female",2,3,"rural",1956,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1156",1,-3,0,0,2,-1,-1,-3,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",4,4,1,-4,7,NA,"male",2,4,"rural",1978,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1157",2,3,1,2,2,3,3,1,"control","negative_control","negative_control",1,1,"negative_control",2,"Yes",3,3,0,0,9,2,"female",2,4,"rural",2002,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1158",2,1,1,-2,1,2,3,-2,"treatment","negative_treatment","positive_treatment",1,-3,"mixed_treatment",7,"Yes",4,1,1,-1,6,NA,"female",3,2,"urban",1969,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1159",-2,-2,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",0,0,0,0,8,NA,"male",2,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1160",3,-2,1,1,1,3,2,2,"control","negative_control","negative_control",1,0,"negative_control",4,"Yes",1,0,3,4,7,6,"male",4,4,"rural",1949,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1161",4,2,0,2,0,2,4,-1,"treatment","positive_treatment","negative_treatment",0,1,"mixed_treatment",6,"Yes",4,4,-2,-4,10,3,"male",4,4,"rural",1983,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1162",-1,-1,-2,-2,0,0,0,0,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",4,"Yes",-1,2,4,1,9,4,"female",2,4,"rural",1972,"Yes",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1163",2,4,2,4,NA,4,1,3,"control","negative_control","negative_control",2,3,"negative_control",8,"No",0,0,2,-4,2,5,"female",2,3,"rural",1982,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1164",-4,-4,-2,-2,-4,-4,-3,-3,"control","positive_control","positive_control",-2,-3,"positive_control",4,"No",-4,-4,0,-4,2,NA,"female",2,4,"rural",1984,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1165",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",7,"Yes",-4,-4,0,0,8,7,"male",4,1,"urban",1979,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1166",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",0,0,2,2,5,NA,"female",NA,NA,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1167",-4,0,0,0,0,0,1,-1,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"No",0,0,3,-1,9,1,"female",2,4,"rural",1985,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1168",-3,2,4,1,-4,-1,4,4,"control","negative_control","negative_control",4,0,"negative_control",10,"Yes",4,4,4,-4,10,NA,"male",2,4,"rural",2003,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1169",0,0,-2,-2,0,2,0,0,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",4,"Yes",0,0,-4,-4,9,3,"male",4,1,"urban",1952,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1170",-4,-4,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",2,2,-4,-4,5,NA,"male",3,1,"urban",1983,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1171",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",10,"Yes",4,4,4,4,4,NA,"female",2,3,"rural",1951,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1172",0,0,-2,-2,0,0,-2,0,"control","positive_control","positive_control",-2,-3,"positive_control",4,"Yes",-2,0,0,1,7,5,"female",2,2,"urban",1958,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1173",0,-2,0,-2,0,3,-1,-1,"treatment","positive_treatment","positive_treatment",0,-3,"positive_treatment",8,"Yes",3,1,-1,-4,7,4,"female",3,2,"urban",1959,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1174",2,2,0,0,0,0,2,2,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",1,1,1,-1,7,5,"female",3,4,"rural",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1175",0,0,0,2,1,1,3,1,"control","positive_control","negative_control",0,1,"mixed_control",4,"Yes",1,1,-3,-3,8,4,"female",4,2,"urban",1981,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1176",0,0,1,1,-2,2,0,0,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",3,"Yes",2,2,1,-2,8,2,"female",4,2,"urban",1994,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1177",-1,1,-1,2,-1,NA,2,NA,"treatment","positive_treatment","negative_treatment",-1,1,"mixed_treatment",6,"Yes",-4,-4,1,4,10,NA,"male",4,1,"urban",1972,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1178",4,4,0,4,-3,NA,3,4,"treatment","positive_treatment","negative_treatment",0,3,"mixed_treatment",8,"No",4,1,3,3,1,7,"male",2,2,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1179",0,0,1,1,0,0,0,0,"control","negative_control","negative_control",1,0,"negative_control",4,"No",1,1,1,1,7,7,"male",NA,4,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1180",-2,1,1,-2,1,0,-3,-3,"treatment","negative_treatment","positive_treatment",1,-3,"mixed_treatment",4,"No",-1,1,2,2,8,8,"male",2,1,"urban",1944,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1181",0,0,4,2,0,0,4,4,"control","negative_control","negative_control",4,1,"negative_control",6,"Yes",-2,-2,2,2,5,6,"male",4,1,"urban",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1182",0,0,2,3,0,0,0,0,"treatment","negative_treatment","negative_treatment",2,2,"negative_treatment",2,"Yes",1,1,1,-2,6,4,"female",2,4,"rural",1980,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1183",-1,1,-1,1,1,1,NA,1,"control","positive_control","negative_control",-1,0,"mixed_control",7,"Yes",-3,-1,4,4,7,5,"male",2,2,"urban",1977,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1184",2,3,1,1,1,1,1,2,"control","negative_control","negative_control",1,0,"negative_control",7,"Yes",1,-3,1,2,3,NA,"male",2,3,"rural",1986,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1185",2,4,2,-2,3,3,2,4,"treatment","negative_treatment","positive_treatment",2,-3,"mixed_treatment",6,"No",2,2,3,0,9,NA,"male",2,2,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1186",-4,0,1,-2,-3,1,4,-3,"control","negative_control","positive_control",1,-3,"mixed_control",6,"No",2,-4,2,4,3,8,"female",2,2,"urban",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1187",-1,-1,0,0,2,3,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"Yes",0,-4,4,0,5,7,"female",2,4,"rural",1959,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
